"","income","weights","Sex","Ethnicity","Father_Occ","Mother_Occ","Mother_Edu","Father_Edu","Birth_Area"
"3741",5956.45760640072,74,0,2,3,2,0,0,4
"3742",17516.5360608723,164,0,2,4,0,12,14,4
"3743",5501.87832440154,113,1,2,4,0,6,6,3
"3744",11441.9489921342,71,0,2,4,4,0,2,3
"3745",12693.0299687468,432,0,2,3,0,0,0,4
"3746",11389.579017987,23,0,3,2,6,8,8,2
"3747",51504.516075921,432,1,2,2,2,12,9,4
"3748",859.258673082396,23,1,3,0,3,6,6,4
"3749",10492.5156534637,256,1,2,2,5,7,12,4
"3750",4939.24230177125,110,0,2,3,0,0,0,4
"3751",7773.33067670646,139,0,2,3,2,6,3,4
"3752",8928.03516376559,83,1,2,2,0,1,2,4
"3753",5479.97078706629,101,0,2,3,0,1,6,4
"3754",3419.41834668633,123,0,2,4,0,6,6,4
"3755",65133.1979223277,139,1,2,3,0,2,1,1
"3756",3705.8747624883,102,1,2,3,0,0,6,1
"3757",7563.42143354932,80,0,3,3,3,0,0,2
"3758",2726.433820823,104,0,3,3,3,0,0,4
"3759",15681.982712489,371,0,2,1,2,10,6,4
"3760",18245.8945420417,51,1,2,2,6,3,6,4
"3761",8278.10537932063,432,1,2,3,0,6,6,4
"3762",4715.11869643687,51,0,2,3,0,0,2,1
"3763",3584.10204800187,52,0,2,3,0,4,6,3
"3764",44203.5849203227,63,0,2,3,5,6,6,4
"3765",11367.386518654,133,1,2,3,6,6,6,4
"3766",7175.53752117338,101,1,3,3,0,0,0,1
"3767",2584.82613712209,51,1,2,2,0,2,3,2
"3768",10828.2577207466,164,0,2,4,6,6,8,4
"3769",1047.91486859262,33,0,3,3,0,0,0,4
"3770",4964.73548990909,73,1,2,3,0,0,6,4
"3771",7345.52741975041,122,1,2,3,0,0,0,4
"3772",9049.49398057817,123,1,3,3,3,0,2,4
"3773",2835.749580377,61,0,2,3,0,6,6,4
"3774",3470.82008501869,73,1,2,3,6,6,6,4
"3775",15249.7315212875,25,0,2,3,0,0,6,3
"3776",19716.9001646468,366,1,2,2,0,6,6,4
"3777",35362.24506384,119,0,2,4,0,6,15,4
"3778",3038.95982903285,425,0,2,4,0,3,6,4
"3779",5528.66732614712,52,0,2,3,6,6,4,3
"3780",10386.5567708513,46,1,2,3,4,6,9,4
"3781",13164.3077500802,154,0,2,3,0,2,6,3
"3782",2439.30981134388,64,1,2,2,6,6,6,1
"3783",8469.01144105365,74,0,2,3,0,6,2,4
"3784",18533.2872477258,371,1,2,2,2,12,12,4
"3785",4806.97146790711,125,0,2,4,2,6,10,3
"3786",5927.66749115639,219,0,2,3,0,0,0,4
"3787",18892.2046218936,94,0,2,3,2,2,4,3
"3788",3805.66253004507,83,0,2,3,3,0,0,4
"3789",10631.0181110564,71,0,2,4,0,6,3,4
"3790",7536.62648509227,102,1,2,3,0,0,0,4
"3791",21321.2005809779,90,0,2,2,0,6,6,4
"3792",22501.8234245589,121,0,2,4,6,8,15,4
"3793",9267.92852026363,292,1,2,3,0,6,6,4
"3794",9887.39579226858,342,0,2,3,3,0,3,3
"3795",4209.03895090593,41,1,2,3,3,0,2,4
"3796",11794.0918795869,90,1,2,3,0,0,0,4
"3797",6075.11080632351,90,1,2,4,6,2,2,4
"3798",10863.8682408764,25,0,2,2,0,6,1,4
"3799",7371.56483790621,133,0,3,3,0,0,0,4
"3800",1317.13786768795,33,0,3,1,0,6,12,2
"3801",8002.34130809324,36,1,3,3,0,2,3,1
"3802",18870.732171847,179,1,2,6,4,15,14,4
"3803",6833.51663726686,102,1,2,3,0,6,6,1
"3804",2646.85565198904,99,0,2,3,3,0,3,4
"3805",7272.89182629963,69,1,2,4,2,5,5,4
"3806",10352.5959930581,55,0,3,3,0,0,0,1
"3807",3758.31889165794,101,1,3,2,6,0,3,3
"3808",3324.31040559795,49,1,3,3,0,3,6,4
"3809",4492.42871656316,344,1,2,3,2,0,0,4
"3810",11366.9832975497,99,0,2,2,0,0,0,4
"3811",7122.3823687393,256,1,2,3,0,0,0,4
"3812",4380.07096845916,127,0,2,3,0,5,3,3
"3813",14403.8859963831,137,0,2,4,2,6,6,4
"3814",15912.2076983258,25,1,2,3,3,0,2,4
"3815",2353.25325467971,179,0,2,3,3,3,2,4
"3816",1557.48871672106,34,0,2,2,0,6,6,3
"3817",3028.1891584382,23,0,3,3,0,6,6,4
"3818",9855.67941330446,123,1,2,3,3,0,0,2
"3819",11497.2191246091,99,0,2,2,2,6,6,4
"3820",18753.3434853721,71,0,3,3,2,0,0,3
"3821",5356.53551535132,52,1,2,3,3,0,6,3
"3822",3060.79638881899,63,1,2,3,0,2,6,4
"3823",8534.87532209387,227,1,2,2,6,8,2,4
"3824",12752.0804424553,75,1,2,3,2,6,4,1
"3825",2581.26766301888,212,0,3,3,3,0,0,4
"3826",3548.16436667834,52,1,2,3,3,0,0,4
"3827",5870.93362127898,104,1,3,4,3,0,3,3
"3828",5018.48830358947,133,0,2,3,2,2,6,4
"3829",6711.05980359859,102,1,2,3,0,0,6,2
"3830",3656.25519600355,79,1,2,3,0,0,0,4
"3831",34017.645979082,13,0,2,2,2,6,12,3
"3832",619.065681310025,177,0,2,3,0,0,0,4
"3833",11174.479613746,79,0,2,4,0,6,6,4
"3834",32190.6900504752,13,0,2,4,4,15,15,4
"3835",675.005348119859,94,1,3,3,3,0,0,2
"3836",2103.23000233132,14,1,3,3,3,6,6,2
"3837",14113.3760655261,74,0,3,6,6,0,2,4
"3838",1806.43473188049,83,0,2,3,0,0,2,4
"3839",3914.18602599774,63,0,2,3,2,6,0,4
"3840",2438.20105165985,65,0,2,3,3,0,0,4
"3841",3304.442345262,61,1,2,3,0,6,0,3
"3842",19037.4018487142,65,0,3,4,4,8,5,4
"3843",27428.8275579794,101,0,2,4,4,12,15,4
"3844",2136.1630536945,403,1,2,3,0,6,9,4
"3845",11911.6631856816,71,1,1,4,0,0,6,4
"3846",8040.05973309838,80,0,3,3,3,0,0,3
"3847",3129.11000701407,261,1,5,3,5,0,2,3
"3848",3419.32160224445,83,1,2,3,3,0,0,4
"3849",8048.56356642054,342,1,2,0,0,2,3,4
"3850",20729.5830676176,172,0,2,4,4,15,12,4
"3851",9599.939167944,122,1,2,4,0,10,14,4
"3852",11399.2722027702,366,0,2,4,5,12,12,4
"3853",7256.49558779255,73,0,2,3,0,6,6,4
"3854",24566.7758997533,342,1,2,4,4,15,12,4
"3855",5291.96476169576,75,0,2,3,0,4,6,4
"3856",807.704044573521,77,1,4,3,2,0,0,1
"3857",13132.9140672019,67,0,2,2,0,6,6,4
"3858",3392.33147840846,138,0,2,3,0,0,6,4
"3859",12983.1685725496,101,0,3,3,0,0,0,3
"3860",10130.8977236478,61,1,2,3,0,0,0,4
"3861",2154.28925987996,193,0,5,3,0,6,6,4
"3862",10227.292003946,298,1,2,3,0,0,0,2
"3863",10015.4508016195,432,1,2,2,0,0,6,4
"3864",5374.83743113731,36,1,3,3,0,0,8,2
"3865",7884.43732532471,90,1,2,3,2,6,6,4
"3866",16624.0787787902,227,0,2,2,2,6,6,4
"3867",8215.13161020022,71,1,2,3,2,4,6,4
"3868",5444.04420280329,25,1,2,2,6,6,1,4
"3869",5765.72075876641,219,0,5,4,0,6,6,4
"3870",2674.64109796701,179,0,2,4,0,0,0,3
"3871",1001.1515731527,33,0,3,3,3,0,6,2
"3872",9747.09948798882,101,0,2,3,3,6,6,4
"3873",52745.9265248039,510,1,2,4,0,6,6,4
"3874",13709.6508168423,99,0,2,3,0,2,0,3
"3875",8223.9733090471,219,1,2,4,0,9,6,4
"3876",7879.09232263329,72,1,2,3,0,0,0,1
"3877",32266.757122667,61,0,2,4,4,15,15,4
"3878",4878.59613519732,432,0,1,2,0,3,3,4
"3879",14988.8991888116,13,1,2,2,0,0,6,3
"3880",2360.32003057023,86,0,2,2,0,6,3,4
"3881",12120.6336578335,85,1,2,2,0,6,6,4
"3882",11202.7659909558,438,0,2,3,3,0,6,4
"3883",2768.57776594713,45,1,3,3,3,0,0,4
"3884",4965.9156920667,36,0,2,3,0,0,4,4
"3885",4165.14960816294,61,0,2,3,0,2,2,4
"3886",11011.248897878,58,0,2,3,0,0,0,4
"3887",3525.26207960675,40,1,2,2,6,3,3,4
"3888",5123.17160319013,65,0,2,3,3,6,3,1
"3889",5676.93694422878,219,0,5,3,0,3,0,4
"3890",6813.83690805043,342,0,1,3,2,6,6,4
"3891",4062.72689228098,74,1,2,3,0,6,6,4
"3892",7001.41002204598,153,0,2,3,0,6,0,3
"3893",13065.1619617167,298,1,2,2,6,6,6,3
"3894",9922.07213508173,137,0,2,3,0,3,3,4
"3895",48166.3703027597,25,0,2,3,5,6,6,3
"3896",2644.18239175567,256,0,2,2,2,12,6,4
"3897",3528.40126972883,75,1,2,2,6,0,0,4
"3898",1351.88052905888,104,0,3,2,2,0,0,3
"3899",4546.44045920331,113,0,2,3,0,0,0,3
"3900",10498.6758640466,101,1,2,4,2,6,6,4
"3901",37218.7062633227,344,0,2,4,0,6,12,3
"3902",5745.60489923889,139,1,2,4,2,6,12,4
"3903",7169.73233968082,133,0,2,3,3,0,0,4
"3904",16843.4440985918,90,0,2,3,0,0,0,4
"3905",4195.91800274443,41,0,2,3,0,6,6,1
"3906",4667.71110691303,41,0,2,3,0,1,2,4
"3907",3808.89228745501,64,0,2,2,4,11,12,2
"3908",2257.32479671705,371,0,2,2,2,2,2,4
"3909",53924.0770283717,41,0,2,2,2,4,2,4
"3910",1318.26445432264,52,0,3,3,3,0,0,4
"3911",3494.74823637525,133,0,2,3,3,0,0,4
"3912",3664.54417635588,342,1,2,2,4,6,4,3
"3913",7780.53874429632,91,0,2,3,3,1,1,4
"3914",14502.8957005139,153,1,5,3,6,6,6,3
"3915",3684.99032429445,153,0,2,3,0,6,6,4
"3916",1898.32849738911,63,1,2,3,0,0,1,4
"3917",30558.9846644464,13,1,2,3,0,6,12,4
"3918",6404.86243770945,122,0,2,3,0,2,2,4
"3919",10788.7768486269,110,0,2,4,0,3,6,4
"3920",4526.80598352807,110,0,2,3,0,6,6,4
"3921",2106.13494274183,113,0,2,3,3,6,6,3
"3922",3396.87554328205,102,0,2,4,0,0,0,4
"3923",8016.16732694749,71,0,2,4,2,12,6,4
"3924",9749.5003804295,425,1,2,4,6,12,12,4
"3925",11018.09746345,71,0,2,3,3,2,3,1
"3926",4955.87704560518,133,0,2,3,2,3,3,4
"3927",5794.1728465629,176,0,2,2,0,6,6,4
"3928",5850.99359350972,83,0,2,3,0,0,1,4
"3929",14206.6607874382,133,1,3,3,3,0,3,4
"3930",2499.49163109598,74,0,2,3,0,0,3,4
"3931",11189.0497340148,25,1,2,2,0,12,6,4
"3932",12867.7173096455,125,1,2,4,2,6,6,4
"3933",13965.9701170536,91,0,2,3,0,0,6,4
"3934",13942.0470274345,36,0,2,3,0,0,6,1
"3935",56652.5538673241,48,0,2,3,0,3,3,4
"3936",12199.9856759232,41,0,2,3,3,6,6,4
"3937",6504.78409886132,176,0,2,3,3,0,2,4
"3938",15192.3739101966,61,0,2,3,0,3,0,4
"3939",17614.6510985313,101,0,2,2,2,3,3,4
"3940",2936.75746438131,99,0,2,3,3,0,0,3
"3941",24686.1019473812,132,1,2,6,6,9,12,4
"3942",7965.16107791253,125,1,2,4,6,6,2,4
"3943",2132.32386719674,36,0,2,3,0,2,2,1
"3944",11633.9254320367,123,0,2,3,0,3,0,3
"3945",2224.8952190371,179,1,5,3,0,6,6,3
"3946",11103.2730761424,125,1,2,2,0,3,4,1
"3947",6783.12476237388,23,0,2,3,3,0,6,2
"3948",8206.06623700416,122,1,2,3,3,0,0,4
"3949",10929.4160862539,241,0,2,6,1,12,10,4
"3950",6983.26991498979,99,1,2,3,0,0,0,4
"3951",1294.68541424556,64,0,2,3,0,6,6,3
"3952",27670.6834875196,532,1,2,4,0,12,12,4
"3953",4184.38618913116,83,1,2,3,0,0,0,4
"3954",2487.27181403179,23,0,3,3,0,0,0,2
"3955",8962.96179025108,73,0,2,2,0,9,6,4
"3956",5542.9599518826,110,1,2,3,0,0,3,3
"3957",82695.2111404872,82,0,2,1,4,15,15,3
"3958",27141.4388255052,52,1,2,1,1,12,6,4
"3959",2965.0979766728,119,0,2,3,3,0,0,4
"3960",8064.04971617829,110,1,2,2,0,6,6,4
"3961",4240.3841014044,41,1,3,3,3,0,0,4
"3962",43615.759399641,592,0,2,6,6,12,12,4
"3963",9654.99287747082,101,0,2,2,0,6,5,4
"3964",11176.6706156174,74,1,2,4,0,6,6,4
"3965",2929.07719975634,104,1,3,2,2,0,0,4
"3966",7357.89450591125,179,0,2,2,0,0,6,4
"3967",15937.9493681524,177,1,5,3,6,0,0,4
"3968",8752.74711361465,227,0,2,2,2,14,12,4
"3969",24666.8749266335,75,1,2,4,0,6,6,4
"3970",17096.3482159634,342,1,2,2,4,6,6,4
"3971",26479.5076182544,122,0,2,6,2,6,12,4
"3972",13372.8444821448,41,1,2,4,0,6,12,4
"3973",7665.97446021575,90,1,2,3,0,3,6,4
"3974",2763.53528191428,44,1,3,4,3,6,12,4
"3975",18557.2888261777,425,0,2,4,0,12,12,4
"3976",20007.0973842596,99,0,2,4,0,9,12,2
"3977",9606.62134764438,179,1,5,3,0,0,2,3
"3978",6160.71612050977,484,0,2,2,4,12,6,4
"3979",18442.8372132025,149,1,2,4,6,12,12,4
"3980",1934.4240822934,23,1,3,2,6,0,0,4
"3981",4126.0541689067,74,1,2,2,6,1,3,4
"3982",4092.14676982998,65,0,2,3,2,1,0,1
"3983",589.503297903562,45,0,3,2,0,0,0,4
"3984",8010.50021464714,149,1,2,2,0,12,6,4
"3985",15176.3991374028,23,0,3,2,6,2,6,2
"3986",4899.3305424374,261,0,2,4,0,6,6,4
"3987",20201.7344494642,344,1,2,4,0,6,12,3
"3988",5285.92852781433,83,1,2,3,0,0,0,4
"3989",2579.71801395542,36,0,2,3,3,5,2,2
"3990",18489.9254930374,139,0,2,0,4,15,15,4
"3991",33338.4549449089,99,0,2,4,6,12,12,2
"3992",7182.57237109427,342,1,2,2,0,12,12,4
"3993",7369.09904505689,153,0,2,3,0,0,3,4
"3994",8683.23991401148,219,0,2,3,0,0,0,4
"3995",12232.5100785886,110,0,2,3,0,0,0,4
"3996",26600.0526374291,48,0,2,3,3,6,6,4
"3997",20192.3373744836,176,1,2,4,4,6,12,4
"3998",23968.5352261889,484,1,2,3,3,6,6,4
"3999",4722.67610345168,104,0,3,3,3,0,0,4
"4000",4193.85151185722,35,0,2,2,0,6,4,4
"4001",6175.25092699381,65,1,2,4,3,10,9,4
"4002",4718.79125759507,14,1,3,3,3,0,0,4
"4003",18261.1152503278,102,1,2,2,0,3,3,4
"4004",44099.973308335,35,0,3,4,0,0,12,4
"4005",10207.8958408603,92,1,2,2,2,4,4,4
"4006",6079.10031072839,133,1,3,4,2,2,2,2
"4007",14675.9446725826,106,0,2,4,4,6,12,4
"4008",1920.33903532267,42,0,3,2,6,0,0,3
"4009",10321.6877794063,101,1,2,3,6,6,6,3
"4010",5704.75124808512,101,0,3,3,0,0,12,3
"4011",5513.81729217655,149,1,2,3,0,2,2,4
"4012",13425.2023949663,403,0,2,2,2,6,12,4
"4013",3905.25548818531,139,0,2,3,3,4,3,3
"4014",18510.4327408881,65,0,2,4,6,8,6,4
"4015",6957.91392803,90,0,2,4,2,6,6,4
"4016",5867.49795878923,366,1,2,4,2,6,6,4
"4017",4686.05960792973,74,0,3,2,0,0,4,4
"4018",3978.94362921783,123,0,3,3,3,0,3,4
"4019",12008.7955924928,122,1,2,2,2,6,6,4
"4020",651.074456044547,23,1,3,3,3,0,0,4
"4021",10284.8287573151,102,1,2,3,0,3,3,3
"4022",13995.6829568267,34,1,2,3,2,6,2,2
"4023",3104.13431727149,67,1,2,2,0,6,6,2
"4024",7805.63070660475,142,1,2,1,0,6,0,3
"4025",7224.17751003494,99,0,2,3,3,6,4,4
"4026",26268.221110574,122,0,2,4,3,1,0,4
"4027",9832.4076328348,75,1,2,3,0,0,3,2
"4028",3685.93929330543,113,0,2,2,0,0,0,4
"4029",1375.77825718754,74,0,2,3,6,3,3,4
"4030",17928.1936863594,35,0,2,3,0,0,0,1
"4031",6184.98089259192,61,0,2,3,2,6,5,4
"4032",3863.92765509386,73,0,2,4,0,0,6,4
"4033",3597.51356130257,90,0,2,3,0,4,6,4
"4034",4048.75931060885,74,1,2,3,3,0,0,4
"4035",4543.53934999366,153,0,2,2,2,6,12,4
"4036",5299.67433242793,425,1,3,4,6,12,12,4
"4037",6731.7849689509,432,1,4,3,5,6,5,4
"4038",5042.73389646786,69,1,2,4,0,6,6,4
"4039",3742.35776725599,292,0,2,4,0,0,0,4
"4040",6015.94358678435,52,1,3,2,0,6,3,3
"4041",1714.08693433916,432,0,2,2,0,0,0,4
"4042",10067.3922793782,120,0,2,4,0,12,15,4
"4043",3595.73810647564,52,0,2,2,0,3,6,3
"4044",6419.75441419229,41,0,3,3,0,0,2,4
"4045",7616.82942845571,101,0,2,4,0,12,12,4
"4046",5115.07252703576,102,1,2,3,0,2,10,2
"4047",25725.396377973,122,0,2,3,0,6,6,4
"4048",21245.4649548314,366,0,2,4,0,6,6,4
"4049",1614.93232818935,42,1,3,2,3,6,4,1
"4050",29484.1012894952,133,0,2,4,2,6,12,3
"4051",1416.18421785052,133,1,3,3,3,0,0,3
"4052",10500.6467229956,49,0,2,4,2,12,12,4
"4053",8641.27291388967,99,0,3,3,2,0,3,3
"4054",8216.68171983915,164,0,2,4,0,3,6,4
"4055",8190.68800716893,58,1,2,4,3,6,12,4
"4056",25818.5075645793,164,1,2,6,1,14,15,4
"4057",61358.1176488518,378,0,2,4,4,15,15,4
"4058",70916.6457055691,153,0,2,3,0,8,9,3
"4059",8602.11637522957,256,1,2,4,5,3,6,4
"4060",3776.90404489933,63,0,2,3,0,4,3,4
"4061",6596.69062437754,61,1,1,6,2,4,3,4
"4062",4380.06799324118,135,1,1,4,4,15,12,4
"4063",6984.00651090115,69,0,2,6,6,12,12,4
"4064",2851.25962173003,52,1,2,2,0,0,3,3
"4065",5432.1663130981,184,1,2,4,0,6,6,4
"4066",5593.11135097337,14,1,3,3,3,0,0,2
"4067",4438.02415196392,71,0,3,2,0,0,2,4
"4068",5144.14283168822,110,0,1,2,2,9,9,4
"4069",43562.637324938,99,0,2,4,0,12,14,4
"4070",2376.94086059615,261,0,2,3,0,0,0,3
"4071",13300.7076775681,99,0,2,3,4,12,6,4
"4072",5825.45520594123,36,0,2,3,3,0,0,2
"4073",6963.90973033051,298,0,2,3,0,6,6,3
"4074",30444.3822951668,102,0,2,4,0,0,0,3
"4075",11775.7839731334,164,1,2,3,0,6,6,4
"4076",11185.3902758839,13,0,2,2,0,6,5,3
"4077",11752.4670612275,298,0,2,4,1,12,15,4
"4078",3296.03280755658,122,1,2,3,0,2,2,4
"4079",9972.6740931716,148,0,2,2,0,12,15,4
"4080",13484.0041075973,342,0,2,3,0,6,6,4
"4081",7546.94705963076,79,0,2,3,0,6,6,4
"4082",12590.4094999222,184,0,2,6,4,15,15,4
"4083",27290.991373046,41,1,2,4,6,12,6,4
"4084",2258.33414508757,36,0,2,3,0,0,0,1
"4085",3169.77022341715,176,0,2,4,2,6,7,4
"4086",21949.7998413025,94,0,3,4,3,3,4,3
"4087",14878.7970612631,149,0,2,4,0,6,6,4
"4088",9196.08670024881,61,0,2,3,0,3,3,4
"4089",1867.63663956143,127,0,2,3,0,2,3,4
"4090",1184.7283649391,123,0,3,2,2,0,0,4
"4091",3851.32056534197,403,0,2,4,0,9,11,4
"4092",2914.45366218475,90,0,2,3,0,3,0,4
"4093",3684.29638635601,23,0,3,3,3,0,0,4
"4094",10227.460529889,256,0,2,4,5,6,8,4
"4095",3618.32789710564,212,1,2,6,6,6,0,4
"4096",5722.69512119631,366,1,3,3,0,0,6,4
"4097",5041.42950051295,193,1,2,2,2,6,6,3
"4098",9701.09775601827,71,1,3,3,0,0,3,3
"4099",6220.19500860372,125,0,2,3,5,6,6,1
"4100",2964.9569100682,83,1,2,3,0,2,2,4
"4101",4413.14137004284,110,0,2,2,6,6,6,3
"4102",5632.19012387778,138,0,2,4,0,6,2,4
"4103",18416.2601045009,42,1,2,3,0,0,0,1
"4104",12081.486638792,75,0,2,3,6,6,4,1
"4105",5557.79648439209,133,0,2,4,2,6,6,2
"4106",3984.38151493787,33,0,3,3,3,8,6,4
"4107",24753.2537384067,292,0,2,2,0,0,0,4
"4108",18705.9879948917,432,1,2,4,5,12,12,4
"4109",3948.18057936887,177,1,5,3,0,4,0,4
"4110",2847.36162244842,73,0,2,3,0,0,6,4
"4111",10221.0308889311,99,0,2,4,4,6,5,3
"4112",4990.0467113539,227,1,2,3,4,2,3,4
"4113",16647.5821893509,444,1,2,2,0,7,6,4
"4114",1101.66462114236,80,1,3,3,3,0,0,2
"4115",1023.11846871088,81,0,3,2,2,6,6,2
"4116",4436.83480723173,210,0,2,3,0,2,0,4
"4117",10811.6793418437,171,1,2,4,0,9,12,4
"4118",15931.9589429069,83,1,2,3,2,0,4,4
"4119",3421.21408808273,110,0,2,4,0,6,6,4
"4120",20495.4549068211,36,1,2,4,0,8,8,1
"4121",4820.41936357998,172,0,4,3,0,3,0,4
"4122",8286.06825103921,261,0,2,3,0,6,4,3
"4123",15967.2346372758,298,0,2,3,0,5,6,4
"4124",3584.07789481557,104,1,3,2,6,6,6,4
"4125",10492.6570600861,366,1,2,3,0,6,6,4
"4126",1451.06130796093,74,1,2,3,0,0,0,4
"4127",24712.7551099964,130,0,2,3,0,2,3,4
"4128",18649.2002613141,122,1,2,4,2,0,6,4
"4129",2805.34160226933,177,1,2,3,0,1,3,4
"4130",6121.22388551565,36,0,2,3,0,2,2,4
"4131",2140.7309790525,36,1,2,3,0,6,6,1
"4132",2061.60470196939,83,0,2,3,0,0,0,4
"4133",4533.23917660857,91,1,2,3,0,0,6,4
"4134",50433.4857713812,25,1,2,2,2,15,12,3
"4135",2923.36424358248,142,1,2,3,0,3,0,4
"4136",5411.7611181721,153,1,5,3,0,3,3,4
"4137",9500.77376603727,117,1,2,3,4,6,4,4
"4138",5988.32601153399,174,0,2,3,3,0,0,4
"4139",8383.07293492001,81,1,3,3,6,0,0,4
"4140",17421.0932837617,25,1,2,2,6,6,5,4
"4141",10165.8639441531,125,0,2,4,4,15,12,4
"4142",2429.81167709517,153,1,2,2,0,4,0,4
"4143",3050.35298214789,177,1,5,3,0,0,0,3
"4144",1384.40811467501,132,0,2,3,0,0,0,4
"4145",3184.91316920349,210,0,2,3,0,0,0,4
"4146",1061.0044117072,45,1,3,2,0,0,0,4
"4147",19213.6782516342,122,1,2,2,2,5,6,4
"4148",6734.2011269647,150,0,4,3,2,5,6,1
"4149",9021.62426944293,425,0,3,3,3,0,0,4
"4150",3794.36241254319,432,0,2,2,2,6,12,4
"4151",9264.30943386325,256,1,2,3,0,6,6,4
"4152",52636.3056620561,25,0,2,3,2,6,6,3
"4153",23107.2480884659,63,1,2,2,0,12,12,4
"4154",26403.3613183131,432,0,2,2,5,6,3,4
"4155",14977.9696845932,172,1,4,3,4,6,6,4
"4156",13670.4557953526,125,0,2,4,0,6,6,4
"4157",10726.4704535263,102,0,2,3,2,0,0,1
"4158",2159.16331286916,23,1,3,3,3,6,3,2
"4159",20129.4293204284,139,0,2,2,0,12,12,4
"4160",6742.03635842678,61,0,2,2,6,1,6,4
"4161",5483.08445639721,13,0,2,3,0,0,0,4
"4162",5151.92555328259,102,1,2,3,0,0,2,1
"4163",6093.74276195618,177,1,2,3,0,3,4,4
"4164",16780.0618214387,425,0,2,3,0,6,6,4
"4165",5783.25943322419,138,0,2,3,0,0,0,4
"4166",4151.42010979991,432,0,2,2,0,0,6,4
"4167",10006.7864384663,36,1,2,3,4,6,6,2
"4168",16166.9010086519,125,0,2,4,0,15,15,1
"4169",12411.6794588662,65,0,2,3,0,0,0,4
"4170",4930.21127914685,99,1,2,3,0,3,3,4
"4171",4512.57088601938,256,1,5,3,0,5,5,4
"4172",7434.09724653024,42,1,5,3,0,6,0,1
"4173",11709.5864929579,35,0,3,4,3,0,0,4
"4174",20030.2448717101,69,1,2,2,0,12,3,4
"4175",10020.1089146757,366,1,2,4,2,12,15,4
"4176",2328.71382734864,122,0,1,2,6,4,4,4
"4177",4702.32842913574,177,1,2,3,0,6,6,4
"4178",7955.4366557275,94,0,3,2,2,0,0,3
"4179",3386.96472083794,110,0,2,3,0,0,0,4
"4180",13300.9647158496,366,1,2,3,0,6,6,4
"4181",13708.4312957931,75,0,2,3,0,5,2,4
"4182",8588.11630142622,127,0,2,2,0,0,6,4
"4183",5143.71279764129,35,1,2,3,0,0,0,1
"4184",4788.68871969156,153,0,2,3,3,2,3,4
"4185",9832.66598131614,174,0,2,3,0,0,3,4
"4186",4121.41740811474,261,1,2,3,0,6,3,4
"4187",3882.53339055496,74,0,2,3,0,0,0,4
"4188",14972.8524968533,130,0,2,2,2,6,6,4
"4189",9444.73317894764,117,1,2,3,0,11,10,4
"4190",10922.6825690784,241,1,2,2,0,6,6,4
"4191",2063.48074468358,25,1,2,2,6,6,6,4
"4192",1718.34784570679,94,0,2,3,3,0,0,3
"4193",8086.44614185722,25,1,2,3,0,7,0,4
"4194",46566.7004062196,184,0,2,3,6,3,2,4
"4195",16330.3899532541,101,1,2,3,3,6,6,4
"4196",5150.0901337723,61,0,2,3,0,1,2,4
"4197",901.507644437023,101,0,3,3,0,0,6,3
"4198",25551.4678626008,148,1,4,4,0,6,6,4
"4199",12237.9882187944,33,0,3,4,6,12,15,2
"4200",7190.60337086995,79,0,2,4,0,9,10,4
"4201",551.228969636881,64,0,2,4,0,12,12,1
"4202",13472.426786962,139,1,2,2,2,6,6,4
"4203",5334.73908844877,71,1,2,3,0,3,5,4
"4204",10440.6596369814,51,0,2,3,0,6,6,4
"4205",10551.7803247914,110,0,2,4,0,6,15,3
"4206",19402.9637905195,61,1,2,4,6,6,12,4
"4207",25484.211558386,139,0,5,2,0,12,12,4
"4208",10388.1149224776,510,1,2,3,0,2,4,4
"4209",7016.57994323942,73,1,2,3,3,6,6,4
"4210",3965.92217913734,298,1,2,4,0,0,0,4
"4211",46549.7059413089,387,0,2,3,2,6,0,4
"4212",3426.44187120196,153,1,5,3,0,6,3,3
"4213",8991.40618059427,123,1,2,3,3,0,6,4
"4214",8033.06424774563,52,1,3,2,0,1,1,3
"4215",3842.00018626509,123,1,3,3,3,0,0,4
"4216",2844.72530587599,36,0,3,3,3,0,0,1
"4217",14545.7533174931,81,0,2,4,4,6,3,4
"4218",18262.6328837645,35,1,2,3,3,6,6,2
"4219",5774.89398780605,378,1,2,2,2,4,6,4
"4220",18503.170282334,378,1,2,4,0,0,2,4
"4221",18097.7153082634,71,0,2,2,0,5,6,4
"4222",4214.33530026425,23,0,2,3,3,4,4,2
"4223",2399.24466074401,261,1,5,3,0,4,3,4
"4224",58390.64481649,137,1,2,2,2,6,4,4
"4225",4813.5412652721,130,0,2,3,0,2,6,4
"4226",4010.7747458684,79,1,2,3,0,5,3,4
"4227",2647.86697688945,53,0,3,3,0,0,12,4
"4228",16154.9835808915,75,0,2,3,0,6,6,4
"4229",3590.98641324168,45,1,3,3,0,0,3,3
"4230",6763.8971121381,179,0,5,3,0,0,0,4
"4231",62034.7340283468,444,1,1,4,0,6,6,4
"4232",4103.63581382153,219,0,2,4,4,6,6,4
"4233",1088.28127768737,148,0,2,4,0,3,6,4
"4234",22704.1065505729,63,1,2,4,0,12,11,4
"4235",4060.06346705726,91,1,2,6,6,9,9,4
"4236",3989.74949993877,292,0,2,2,0,6,0,3
"4237",15917.1648104661,122,0,2,3,2,3,6,4
"4238",8431.23172725504,425,0,2,2,0,6,4,4
"4239",7957.68282181522,38,0,2,2,2,0,0,4
